srcStateName,srcDistrictName,Court_Efficiency_Index_PCA_Absolute
Tripura,Sepahijala Tripura,0.5389405351141643
Tripura,Khowai Tripura,0.5834217857664719
Tripura,Dhalai Tripura,0.6552021074473582
Chandigarh,Chandigarh,0.5233354322272962
Puducherry,Puducherry,0.44529037364506324
Puducherry,Karaikal,0.5455520619044707
Puducherry,Mahe,0.5406978081876844
Puducherry,Yanam,0.7129828634559344
Arunachal Pradesh,Lohit,0.4342489441852401
Arunachal Pradesh,Upper Subansiri,0.621833395639683
Arunachal Pradesh,Papum Pare,0.4905022624935408
Arunachal Pradesh,West Kameng,0.566599701804398
Arunachal Pradesh,Upper Siang,0.5647341203371765
Arunachal Pradesh,East Siang,0.5593307194070918
Arunachal Pradesh,West Siang,0.5803689065778938
Arunachal Pradesh,Lower Subansiri,0.5601156818622366
Arunachal Pradesh,Tirap,0.80279447064805
Arunachal Pradesh,Lower Dibang Valley,0.5752468715650976
Arunachal Pradesh,Leparada,0.48926221416634874
Arunachal Pradesh,Tawang,0.6231164960842519
Arunachal Pradesh,East Kameng,0.5007970265760769
Uttarakhand,Nainital,0.5125354320097353
Uttarakhand,Pauri Garhwal,0.5491314413036079
Uttarakhand,Tehri Garhwal,0.5724575646848684
Uttarakhand,Udham Singh Nagar,0.5148728678890946
Uttarakhand,Dehradun,0.5168722348152006
Uttarakhand,Uttarkashi,0.6008864175877014
Uttarakhand,Almora,0.5896426206693036
Uttarakhand,Chamoli,0.6055710336616836
Uttarakhand,Haridwar,0.4781253820155846
Uttarakhand,Champawat,0.6520120029903752
Uttarakhand,Bageshwar,0.611773315104203
Uttarakhand,Pithoragarh,0.5862718107275424
Uttarakhand,Rudraprayag,0.6246758189685755
Kerala,Kasaragod,0.5651984270479105
Kerala,Ernakulam,0.5238073886112438
Kerala,Kannur,0.5523962176833688
Kerala,Thrissur,0.5340223354617869
Kerala,Kozhikode,0.5828650494833475
Kerala,Alappuzha,0.5519162056544821
Kerala,Idukki,0.5766527404476994
Kerala,Palakkad,0.5611366344645675
Kerala,Thiruvananthapuram,0.4795271217983076
Kerala,Kottayam,0.5617953603946763
Kerala,Malappuram,0.5566512206208922
Kerala,Pathanamthitta,0.4637740748235467
Kerala,Lakshadweep,0.80279447064805
Kerala,Kollam,0.48211845817520016
Kerala,Wayanad,0.571656611785566
Assam,Kamrup Metro,0.5327881754852671
Assam,Tinsukia,0.5563436728651177
Assam,Sivasagar,0.5521979294506003
Assam,Morigaon,0.5186421939830292
Assam,Lakhimpur,0.5356544865481251
Assam,Sonitpur,0.5180067213990083
Assam,Dibrugarh,0.5049445077589642
Assam,Darrang,0.5362279724803769
Assam,Bongaigaon,0.5610568543541106
Assam,Nagaon,0.5042237328956117
Assam,Jorhat,0.5577788367936395
Assam,Karimganj,0.5226260154779879
Assam,Cachar,0.45494982022631203
Assam,Nalbari,0.5441882343019447
Assam,Dhubri,0.523017634192062
Assam,Dhemaji,0.5334287640412424
Assam,Goalpara,0.5186318374675767
Assam,Golaghat,0.5363989902470472
Assam,Barpeta,0.5427522512658584
Assam,Hailakandi,0.468547340413776
Assam,Kokrajhar,0.5560960057233538
Assam,Kamrup,0.47335181772759327
Assam,Udalguri,0.5692027231850084
Assam,Chirang,0.547292034883252
Assam,Karbi Anglong,0.5039261526299292
Assam,Baksa,0.5412300616710071
Assam,Dima Hasao,0.45743670907633727
Assam,Charaideo,0.5829964243704101
Assam,Hojai,0.5549732257398579
Assam,South Salmara,0.5356932456872352
Assam,Bajali,0.5318835962061896
Assam,Biswanath,0.5397624659027991
Assam,Majuli,0.5890058346490232
Assam,West Karbi Anglong,0.80279447064805
Andhra Pradesh,Ananthapur,0.5279279025896213
Andhra Pradesh,Chittoor,0.5344902197033206
Andhra Pradesh,East Godavari,0.5362437063747652
Andhra Pradesh,Guntur,0.5487738603646443
Andhra Pradesh,Kadapa,0.5611875647943375
Andhra Pradesh,Kurnool,0.544064146910454
Andhra Pradesh,Krishna,0.5539896553136232
Andhra Pradesh,Nellore,0.5671165476580893
Andhra Pradesh,Prakasham,0.47777391768568944
