srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,,,Delay_Ratio,Old_Pending_Percentage,Pending_Case_Growth,Case_Disposal_Rate,Pending_to_Disposed_Ratio,Normalized_Case_Disposal_Rate,Normalized_Delay_Ratio,Normalized_Old_Pending_Percentage,Normalized_Pending_Case_Growth,Normalized_Pending_to_Disposed_Ratio,Court_Efficiency_Index_PCA_Absolute
Andhra Pradesh,Guntur,Criminal,18795,17745,8365,3751,95,51,13,48815,43057,2104,1985,0,22189,3190,16725,920,1403,1550,1957,2763,4,,,8.19E-05,0.08009669,0.96822763,0.031751885,31.47324307,0.045359835,5.71E-05,0.122462186,0.968245311,0.000574728,0.564844272
Andhra Pradesh,Guntur,Total,36701,31105,15298,9869,786,71,20,93850,76387,4722,1994,6624,32386,11459,32212,8123,2166,2448,10407,12265,20,,,0.000213104,0.114500645,0.973905446,0.026083899,38.32176399,0.037262713,0.000148581,0.175063405,0.97392323,0.000699788,0.54877386
Andhra Pradesh,Kadapa,Civil,10519,8483,4206,2889,414,2,0,26513,20790,1001,0,4722,5826,5526,8730,5797,419,641,5860,5347,1379,,,0.052010259,0.124651128,0.975786377,0.024175907,41.29750779,0.03453701,0.03626273,0.190582778,0.975804196,0.000754127,0.535364943
Andhra Pradesh,Kadapa,Criminal,8060,7209,3434,1218,44,0,0,19965,19056,422,487,0,12775,2006,4887,290,2117,2317,515,914,2234,,,0.111890213,0.063207453,0.883902634,0.11604728,8.613028473,0.165781829,0.07801239,0.096639735,0.883918775,0.000157281,0.595445793
Andhra Pradesh,Kadapa,Total,18579,15692,7640,4107,458,2,0,46478,39846,1423,487,4722,18601,7532,13617,6087,2536,2958,6375,6261,3613,,,0.07773403,0.098259429,0.93633684,0.063641645,15.70733356,0.090916635,0.054197926,0.150231733,0.936353939,0.000286829,0.561187565
Andhra Pradesh,Kurnool,Civil,15081,11247,6071,5364,456,5,1,38225,28122,1313,0,8790,9068,7166,11451,8802,723,782,7177,5334,1683,,,0.044027625,0.152409355,0.979516559,0.02045728,48.81864623,0.029224686,0.030697057,0.233023148,0.979534446,0.000891469,0.52416284
Andhra Pradesh,Kurnool,Criminal,16117,17724,6862,3057,46,4,1,43811,42544,615,626,0,26221,3168,13586,637,853,1054,732,1552,803,,,0.018328312,0.070939469,0.975919839,0.024057336,41.52701422,0.034367623,0.012778914,0.108461441,0.97593766,0.000758318,0.561433113
Andhra Pradesh,Kurnool,Total,31198,28971,12933,8421,502,9,2,82036,70666,1928,626,8790,35289,10334,25037,9439,1576,1836,7909,6886,2486,,,0.0303034,0.108902081,0.977607665,0.022380146,44.6575939,0.031971636,0.021128216,0.166503596,0.977625517,0.000815485,0.544064147
Andhra Pradesh,Krishna,Civil,17114,13013,6146,4759,645,29,5,41711,30931,2650,392,7738,10576,9216,13834,6452,990,1112,7562,8607,5159,,,0.123681435,0.130370157,0.973317031,0.026658995,37.47619048,0.038084279,0.086233497,0.19932677,0.973334805,0.000684347,0.522588111
Andhra Pradesh,Krishna,Criminal,24088,16993,6634,2595,249,98,4,50661,46432,1314,2198,0,29392,3957,15944,733,3791,3431,4246,2565,3562,,,0.070309107,0.058150093,0.932256918,0.067723343,14.76136364,0.096747633,0.049021102,0.088907388,0.932273942,0.000269555,0.579834301
Andhra Pradesh,Krishna,Total,41202,30006,12780,7354,894,127,9,92372,77363,3964,2590,7738,39968,13173,29778,7185,4781,4543,11808,11172,8721,,,0.094410704,0.090762452,0.950808137,0.049181038,20.32834507,0.070258625,0.065825281,0.138769384,0.950825499,0.000371213,0.553989655
Andhra Pradesh,Nellore,Civil,8028,7280,3445,2766,476,16,0,22011,16911,1012,5,4083,5201,4504,6933,4011,245,668,4368,4440,122,,,0.005542431,0.148010176,0.969607487,0.030347083,32.90134529,0.043352976,0.003864309,0.226297115,0.969625193,0.000600806,0.537232463
Andhra Pradesh,Nellore,Criminal,9796,9053,4372,1989,86,3,0,25299,24213,536,550,0,14825,1705,7657,198,1563,2409,1169,1413,468,,,0.018498024,0.082134387,0.904743083,0.095217391,10.49751037,0.136024845,0.012897241,0.125577682,0.904759604,0.000191693,0.593108742
Andhra Pradesh,Nellore,Total,17824,16333,7817,4755,562,19,0,47310,41124,1548,555,4083,20026,6209,14590,4209,1808,3077,5537,5853,590,,,0.012470673,0.11278561,0.934941134,0.065037729,15.37037037,0.092911042,0.008694835,0.172441239,0.934958207,0.000280676,0.567116548
Andhra Pradesh,Prakasham,Civil,12396,10561,5005,4500,754,44,2,33262,26254,1488,1,5519,6575,6673,11180,7524,525,663,7472,6073,11525,,,0.346481075,0.159336199,0.98003788,0.019932057,50.09337349,0.028474367,0.241574451,0.243613805,0.980055776,0.000914747,0.471260811
Andhra Pradesh,Prakasham,Criminal,10811,10112,5901,3387,306,10,2,30529,28640,683,1206,0,16335,2096,10959,637,686,1153,688,1692,12422,,,0.40687848,0.121356043,0.962201114,0.037766132,26.45493934,0.053951617,0.28368489,0.185544826,0.962218684,0.000483089,0.484867807
Andhra Pradesh,Prakasham,Total,23207,20673,10906,7887,1060,54,4,63791,54894,2171,1207,5519,22910,8769,22139,8161,1211,1816,8160,7765,23947,,,0.375391899,0.141161901,0.971516805,0.028467519,35.10787012,0.040667885,0.261731732,0.215826585,0.971534545,0.000641099,0.477773918
Andhra Pradesh,Srikakulam,Civil,4734,3743,2121,1378,191,3,0,12170,9725,530,2,1913,2394,2211,4030,3100,233,306,2349,1909,3983,,,0.327253307,0.129159477,0.974776107,0.02514173,39.64169381,0.035916758,0.228168416,0.197475726,0.974793907,0.000723891,0.488652627
Andhra Pradesh,Srikakulam,Criminal,7251,5308,2351,869,31,4,0,15814,15386,134,294,0,10169,1147,4253,178,1432,1897,376,596,4102,,,0.259374012,0.057160923,0.879987354,0.119949415,8.331928346,0.171356307,0.180841434,0.087395018,0.880003423,0.000152148,0.575361712
Andhra Pradesh,Srikakulam,Total,11985,9051,4472,2247,222,7,0,27984,25111,664,296,1913,12563,3358,8283,3278,1665,2203,2725,2505,8085,,,0.28890477,0.088475969,0.921243523,0.078720743,12.6969147,0.112458205,0.201430948,0.135273513,0.921260346,0.000231856,0.53765836
Andhra Pradesh,Visakapatnam,Civil,13873,10611,5551,5527,630,33,0,36225,27964,2479,110,5672,7739,8939,14012,4713,553,839,5886,9638,10911,,,0.301192514,0.17087175,0.976812234,0.023160161,43.125,0.033085945,0.209998241,0.261250847,0.976830072,0.000787499,0.475969655
Andhra Pradesh,Visakapatnam,Criminal,16471,14638,6457,6452,522,50,3,44593,38832,2781,2980,0,25308,4346,12327,1552,1478,1765,867,1864,14134,,,0.316948468,0.157577253,0.96039826,0.039579316,25.25084938,0.056541879,0.220983649,0.240924499,0.960415798,0.000461102,0.48677631
Andhra Pradesh,Visakapatnam,Total,30344,25249,12008,11979,1152,83,3,80818,66796,5260,3090,5672,33047,13285,26339,6265,2031,2604,6753,11502,25045,,,0.309890001,0.163538277,0.96776748,0.032220146,31.02418426,0.04602878,0.216062326,0.250038485,0.967785153,0.000566528,0.481932231
Andhra Pradesh,Vizianagaram,Civil,5102,3996,2155,1687,170,6,1,13117,10284,348,184,2301,2183,2691,4363,3341,201,555,2652,2344,3838,,,0.292575088,0.142094832,0.95761549,0.042308279,23.59172662,0.060440398,0.203989976,0.21725297,0.957632977,0.000430805,0.498125126
Andhra Pradesh,Vizianagaram,Criminal,6280,4745,1808,879,25,0,0,13737,13352,138,247,0,7277,803,5227,412,982,1400,305,510,3679,,,0.26779735,0.065802883,0.89802009,0.101907119,9.805139186,0.145581598,0.186714377,0.100607964,0.898036489,0.00017905,0.561549503
Andhra Pradesh,Vizianagaram,Total,11382,8741,3963,2566,195,6,1,26854,23636,486,431,2301,9460,3494,9590,3753,1183,1955,2957,2854,7517,,,0.279910631,0.103072054,0.927164401,0.072798362,13.72903885,0.103997659,0.19516003,0.157589896,0.927181332,0.000250704,0.530564015
Andhra Pradesh,West Godavari,Civil,10729,8970,4874,4362,711,48,0,29694,23336,1958,549,3851,4443,7099,11784,5538,544,854,5742,6016,10203,,,0.343593198,0.172453275,0.971207274,0.02875905,34.72982456,0.041084358,0.239560958,0.263668888,0.971225009,0.000634196,0.471199771
Andhra Pradesh,West Godavari,Criminal,14776,12699,4780,1985,73,2,1,34316,32483,942,891,0,18465,3265,11200,607,1480,1815,884,1659,9876,,,0.287787394,0.060057697,0.947081621,0.052889239,18.89647577,0.075556055,0.200651888,0.091823981,0.947098916,0.000345065,0.535667803
Andhra Pradesh,West Godavari,Total,25505,21669,9654,6347,784,50,1,64010,55819,2900,1440,3851,22908,10364,22984,6145,2024,2669,6626,7675,20079,,,0.313680461,0.112199466,0.958288419,0.041695959,23.97378277,0.059565655,0.21870512,0.171545065,0.958305918,0.000437781,0.505760425
Uttar Pradesh,Prayagraj,Civil,29571,15237,8027,15967,8724,1942,674,80142,71593,4048,2251,2453,1407,1006,68284,2895,2603,2178,15354,5339,32913,,,0.410678412,0.340728448,0.9728111,0.027176422,36.77925654,0.03882346,0.286334288,0.520949752,0.972828865,0.00067162,0.394875563
Uttar Pradesh,Prayagraj,Criminal,38820,44261,37538,64596,73312,14333,1208,274068,255023,1980,17347,0,168860,1742,87569,11077,4132,2522,1859,7632,107631,,,0.392714973,0.559891852,0.990794289,0.009202062,108.627824,0.013145803,0.273809772,0.856035131,0.990812382,0.001983635,0.304729967
Uttar Pradesh,Prayagraj,Total,68391,59498,45565,80563,82036,16275,1882,354210,326616,6028,19598,2453,170267,2748,155853,13972,6735,4700,17213,12971,140544,,,0.39678045,0.510306004,0.98672825,0.013268927,75.34779834,0.01895561,0.276644314,0.780221869,0.986746268,0.001375914,0.325153333
Uttar Pradesh,Bareilly,Civil,8654,6256,3102,3465,973,182,255,22887,20334,761,1101,666,3730,861,13145,3768,99,10,2247,2181,9793,,,0.427866131,0.212993708,0.999519399,0.00043691,2080.636364,0.000624157,0.298317955,0.32565235,0.999537651,0.037994163,0.424010179
Uttar Pradesh,Bareilly,Criminal,54960,52869,35875,32794,27146,4582,534,208760,178473,919,29350,16,85782,436,92056,3742,4774,3137,1261,7957,117419,,,0.562456589,0.311629088,0.984968457,0.015026753,66.52644997,0.02146679,0.39215747,0.476458884,0.984986443,0.001214829,0.37474749
Uttar Pradesh,Bareilly,Total,63614,59125,38977,36259,28119,4764,789,231647,198807,1680,30451,682,89512,1297,105201,7510,4873,3147,3508,10138,127212,,,0.549160796,0.301884756,0.986410416,0.013585267,73.58545108,0.019407525,0.382887342,0.461560489,0.986428428,0.001343732,0.379935832
Uttar Pradesh,Gorakhpur,Civil,13457,12869,7519,18782,3856,861,397,57741,52068,1334,2355,1984,639,5421,41550,10079,32,14,14187,9984,35395,,,0.612985349,0.413840878,0.999740224,0.000242458,3849.4,0.000346368,0.427387265,0.632733499,0.99975848,0.070293269,0.313437172
Uttar Pradesh,Gorakhpur,Criminal,49401,38458,17449,45993,46359,10360,906,208926,192126,592,16208,0,95106,5463,93704,14018,6934,2023,3691,20631,137181,,,0.656597759,0.495953132,0.990312406,0.009682808,103.2243083,0.013832583,0.457794825,0.75827734,0.99033049,0.001884962,0.285854212
Uttar Pradesh,Gorakhpur,Total,62858,51327,24968,64775,50215,11221,1303,266667,244194,1926,18563,1984,95745,10884,135254,24097,6966,2037,17878,30615,172576,,,0.647156764,0.478175109,0.992357538,0.007638712,130.8473994,0.010912445,0.45121235,0.731095998,0.992375659,0.002389383,0.293142495
Uttar Pradesh,Hardoi,Civil,6768,4955,2438,3268,1570,198,25,19222,18272,285,395,271,276,1267,8059,9618,6,0,4037,2645,9605,,,0.499661863,0.263278364,0.999947979,0,19222,0,0.348375565,0.40253404,0.999966239,0.351009824,0.363847345
Uttar Pradesh,Hardoi,Criminal,47536,39455,30126,26706,26979,1461,292,172555,162398,375,9782,0,76028,1191,66753,8932,6298,3801,2137,13748,93465,,,0.541650247,0.321275412,0.977966573,0.022027632,45.38532351,0.031468045,0.377650817,0.491207433,0.977984432,0.000828774,0.378063542
Uttar Pradesh,Hardoi,Total,54304,44410,32564,29974,28549,1659,317,191777,180670,660,10177,271,76304,2458,74812,18550,6304,3801,6174,16393,103070,,,0.537444337,0.315463713,0.980174994,0.019819792,50.44108364,0.028313988,0.374718361,0.482321756,0.980192893,0.000921096,0.379860293
Uttar Pradesh,Chitrakoot,Civil,1708,1510,874,1147,517,40,6,5802,5243,381,93,85,158,833,2723,2088,0,0,2039,814,3711,,,0.639496812,0.294675168,0.999827675,0,5802,0,0.445871658,0.450537537,0.999845933,0.105949381,0.351311469
Uttar Pradesh,Chitrakoot,Criminal,7248,8229,6840,4875,1205,17,2,28416,26747,124,1545,0,13541,307,11311,528,800,294,356,2162,16014,,,0.563535912,0.214625048,0.98961889,0.01034592,96.32542373,0.014779885,0.392909998,0.328146553,0.989636961,0.001758983,0.409303665
Uttar Pradesh,Chitrakoot,Total,8956,9739,7714,6022,1722,57,8,34218,31990,505,1638,85,13699,1140,14034,2616,800,294,2395,2976,19725,,,0.576434145,0.228206552,0.991379058,0.008591718,115.9932203,0.012273883,0.401902938,0.348911714,0.991397162,0.002118133,0.401051691
Uttar Pradesh,Meerut,Civil,10853,7780,3989,5053,2458,406,106,30645,24383,2487,1413,2359,1196,1764,24156,3484,114,19,5741,3967,13155,,,0.429256673,0.261795993,0.999347386,0.000619983,1532.25,0.00088569,0.299287472,0.400267599,0.999365635,0.027980169,0.406106794
Uttar Pradesh,Meerut,Criminal,137367,74222,39466,38172,22047,1737,179,313190,295725,1445,16019,0,214807,3491,88671,4176,5799,5013,2659,10559,109163,,,0.348550884,0.198393313,0.9839906,0.016006207,62.46310331,0.02286601,0.243017569,0.303329375,0.984008568,0.001140629,0.453955035
Uttar Pradesh,Meerut,Total,148220,82002,43455,43225,24505,2143,285,343835,320108,3932,17432,2359,216003,5255,112827,7660,5913,5032,8400,14526,122318,,,0.355745181,0.204044952,0.985362208,0.014634884,68.31611365,0.020906977,0.248033596,0.311970332,0.985380201,0.001247509,0.449899778
Uttar Pradesh,Bahraich,Civil,7567,6253,3338,6081,4616,1115,298,29268,25390,648,2697,533,306,463,21976,6519,32,3,6481,5254,17344,,,0.592572346,0.413748334,0.999863337,0.000102498,7317,0.000146425,0.413154858,0.632592006,0.999881595,0.13361455,0.310947842
Uttar Pradesh,Bahraich,Criminal,34943,38709,23979,21981,19015,4372,662,143661,127703,826,15132,0,30524,235,96573,12482,2763,847,2433,15666,78411,,,0.545801952,0.320404839,0.994097256,0.005895783,169.4115566,0.008422547,0.38054548,0.489876389,0.994115409,0.003093597,0.369356251
Uttar Pradesh,Bahraich,Total,42510,44962,27317,28062,23631,5487,960,172929,153093,1474,17829,533,30830,698,118549,19001,2795,850,8914,20920,95755,,,0.553721159,0.336205401,0.995078934,0.004915284,203.2068155,0.007021834,0.38606693,0.514034333,0.995097105,0.003710727,0.361445474
Uttar Pradesh,Ghaziabad,Civil,11408,5934,3065,4285,1011,122,70,25895,21993,887,1122,1893,4580,1090,17696,2262,1181,1474,3976,4765,8840,,,0.341365462,0.211924622,0.943041396,0.056919988,17.5559322,0.081314268,0.23800773,0.324017791,0.943058617,0.000320586,0.470705457
Uttar Pradesh,Ghaziabad,Criminal,215862,52382,46307,44463,41730,5114,556,406414,388242,1713,16459,0,336797,1927,48063,10383,4781,4363,3670,13838,121884,,,0.299900348,0.226032504,0.989262207,0.010735332,93.12878093,0.015336189,0.209097314,0.345587747,0.989280272,0.00170061,0.448698918
Uttar Pradesh,Ghaziabad,Total,227270,58316,49372,48748,42741,5236,626,432309,410235,2600,17581,1893,341377,3017,65759,12645,5962,5837,7646,18603,130724,,,0.302384863,0.225187944,0.986495802,0.013501885,74.05087359,0.019288407,0.210829573,0.344296475,0.986513816,0.001352231,0.450040792
Uttar Pradesh,Fatehpur,Civil,3826,3777,2624,4765,2444,602,241,18279,16406,310,1245,318,1006,594,11605,5072,2,0,4669,2737,12410,,,0.678884026,0.4404814,0.999945295,0,18279,0,0.473333316,0.673464977,0.999963555,0.333789854,0.267966834
Uttar Pradesh,Fatehpur,Criminal,23844,18939,8601,16105,17444,2957,165,88055,82222,351,5482,0,27384,383,42268,10047,3830,1003,1201,8746,49688,,,0.564277278,0.416450895,0.988598165,0.011390479,87.70418327,0.016272113,0.393426896,0.63672403,0.988616217,0.001601552,0.332441324
Uttar Pradesh,Fatehpur,Total,27670,22716,11225,20870,19888,3559,406,106334,98628,661,6727,318,28390,977,53873,15119,3832,1003,5870,11483,62098,,,0.583984577,0.420585884,0.990558142,0.009432454,105.9103586,0.013474934,0.407167271,0.643046137,0.99057623,0.001934012,0.326581461
Uttar Pradesh,Lakhimpur Kheri,Civil,6936,5115,2740,3758,1234,193,43,20019,18088,439,1118,374,411,4109,7146,8177,2,2,4599,2091,10040,,,0.501498501,0.261138861,0.99985015,9.99E-05,6673,0.000142714,0.349656111,0.39926289,0.999868408,0.121854571,0.385516036
Uttar Pradesh,Lakhimpur Kheri,Criminal,39558,45213,19785,24658,15305,2210,170,146899,137053,437,9409,1,60350,2027,80297,2449,2639,1401,1301,6826,80916,,,0.55082369,0.288243703,0.990456093,0.0095371,104.778174,0.013624429,0.384046749,0.440704281,0.990474179,0.001913337,0.382787875
Uttar Pradesh,Lakhimpur Kheri,Total,46494,50328,22525,28416,16539,2403,213,166918,155141,876,10527,375,60761,6136,87443,10626,2641,1403,5900,8917,90956,,,0.544911005,0.284994518,0.991588735,0.008405274,118.8874644,0.012007535,0.379924291,0.435736507,0.991606842,0.002170985,0.384413619
Uttar Pradesh,Shravasti,Civil,3409,1503,931,1322,406,5,0,7576,7324,144,80,28,91,1144,4460,1874,4,4,1930,1019,3783,,,0.499274119,0.22871849,0.999340108,0.000527913,1515.2,0.000754162,0.348105221,0.349694431,0.999358357,0.027668821,0.407205042
Uttar Pradesh,Shravasti,Criminal,10959,5760,4066,5646,4092,582,13,31118,29251,152,1715,0,13972,460,13817,686,829,652,351,2235,17117,,,0.550049809,0.332047945,0.979016035,0.02095183,47.65390505,0.029931186,0.383507182,0.507677876,0.979033913,0.0008702,0.372009582
Uttar Pradesh,Shravasti,Total,14368,7263,4997,6968,4498,587,13,38694,36575,296,1795,28,14063,1604,18277,2560,833,656,2281,3254,20900,,,0.540121463,0.311823233,0.983021062,0.016953095,58.89497717,0.024218707,0.376584914,0.476755718,0.983039013,0.001075472,0.379354539
Uttar Pradesh,Jaunpur,Civil,13280,14510,9775,16610,17674,8592,3201,83642,72685,1977,7624,1040,630,7797,43940,30896,1,6,20379,8788,60486,,,0.723144794,0.550876941,0.999916311,7.17E-05,11948.85714,0.000102476,0.504192925,0.842251969,0.99993457,0.218196142,0.22905508
Uttar Pradesh,Jaunpur,Criminal,27308,23544,27135,22780,26836,2517,502,130622,117956,719,11929,0,73072,2284,49038,5912,1939,1337,3094,17409,86902,,,0.665288655,0.402953538,0.989756781,0.010235563,97.62481315,0.014622233,0.463854315,0.616087524,0.989774855,0.001782711,0.320315472
Uttar Pradesh,Jaunpur,Total,40588,38054,36910,39390,44510,11109,3703,214264,190641,2696,19553,1040,73702,10081,92978,36808,1940,1343,23473,26197,147388,,,0.687877161,0.460700534,0.993727394,0.006267939,159.422619,0.008954199,0.479603533,0.704378606,0.99374554,0.002911191,0.292363788
Uttar Pradesh,Pilibhit,Civil,3402,2984,1053,1288,502,41,9,9279,8612,394,11,262,37,2025,5030,2172,2,0,2237,1036,4281,,,0.461314655,0.198275862,0.999892241,0,9279,0,0.321639024,0.303149801,0.9999105,0.169442314,0.411806298
Uttar Pradesh,Pilibhit,Criminal,28974,25518,10067,14757,12524,1008,40,92888,86286,267,6335,0,31660,2256,28539,18148,2134,1167,676,4110,44405,,,0.478043687,0.304976908,0.987425852,0.012563382,79.52739726,0.017947689,0.333302883,0.46628817,0.987443884,0.001452237,0.389980091
Uttar Pradesh,Pilibhit,Total,32376,28502,11120,16045,13026,1049,49,102167,94898,661,6346,262,31697,4281,33569,20320,2136,1167,2913,5146,48686,,,0.476528854,0.295288153,0.988567849,0.011422363,87.47174658,0.016317662,0.332246708,0.451474748,0.988585901,0.001597307,0.393350364
Uttar Pradesh,Mainpuri,Civil,5586,4179,2001,3668,832,154,115,16535,14780,355,1052,348,149,284,12157,3895,16,3,3292,2524,7743,,,0.468251089,0.288401064,0.999758104,0.000181422,4133.75,0.000259175,0.326475262,0.440944875,0.99977636,0.075485738,0.384885797
Uttar Pradesh,Mainpuri,Criminal,23027,20910,11211,17606,14267,395,22,87438,78019,249,9170,0,31143,790,46940,8011,2183,501,842,4441,70746,,,0.809089765,0.369286017,0.994258855,0.005729709,174.1792829,0.008185298,0.564115705,0.564612259,0.994277011,0.00318066,0.307038569
Uttar Pradesh,Mainpuri,Total,28613,25089,13212,21274,15099,549,137,103973,92799,604,10222,348,31292,1074,59097,11906,2199,504,4134,6965,78489,,,0.754890646,0.356425645,0.995143017,0.004847366,205.8871287,0.006924808,0.526326852,0.544949659,0.995161189,0.003759671,0.320420271
Uttar Pradesh,Ambedkar Nagar,Civil,9897,4950,3219,4251,1434,328,97,24176,21895,618,1564,99,2318,657,12792,6970,133,105,8893,1662,12304,,,0.50891343,0.252719527,0.995615668,0.004342971,228.0754717,0.006204244,0.354825967,0.386390322,0.995633849,0.004164849,0.400493148
Uttar Pradesh,Ambedkar Nagar,Criminal,15424,14339,14032,11814,11579,607,90,67885,62245,525,5277,0,40319,185,24823,2197,1430,743,1239,2724,51270,,,0.75523672,0.354859618,0.98904045,0.010944819,91.24327957,0.015635456,0.526568143,0.542555313,0.989058511,0.001666179,0.324235694
Uttar Pradesh,Ambedkar Nagar,Total,25321,19289,17251,16065,13013,935,187,92061,84140,1143,6841,99,42637,842,37615,9167,1563,848,10132,4386,63574,,,0.690556364,0.328039799,0.990777954,0.009211184,108.434629,0.013158834,0.481471534,0.501549704,0.990796046,0.001980107,0.344288482
Uttar Pradesh,Sitapur,Civil,7393,4641,2459,2915,1861,245,47,19561,18707,522,66,257,2413,5156,6986,4985,3,1,4685,3038,9895,,,0.505827625,0.259073714,0.999897761,5.11E-05,9780.5,7.30E-05,0.352674474,0.396105427,0.99991602,0.178600124,0.380341221
Uttar Pradesh,Sitapur,Criminal,43674,39133,18359,36126,39891,7846,553,185582,168875,305,16373,0,113861,9011,54075,8407,2785,1888,1592,15573,122863,,,0.66203801,0.45486925,0.989821266,0.010173346,98.24351509,0.014533351,0.461587892,0.695462984,0.989839341,0.001794009,0.30094186
Uttar Pradesh,Sitapur,Total,51067,43774,20818,39041,41752,8091,600,205143,187582,827,16439,257,116274,14167,61061,13392,2788,1889,6277,18611,132758,,,0.64714542,0.436200913,0.990786959,0.009208166,108.5412698,0.013154523,0.451204441,0.666920413,0.990805052,0.001982055,0.310046041
Uttar Pradesh,Auraiya,Civil,3598,3870,1725,2153,1155,29,0,12530,11796,103,433,81,348,442,4257,7469,6,5,2994,1892,6102,,,0.486952358,0.266299577,0.999521187,0.00039901,2088.333333,0.000570015,0.339514211,0.407153261,0.99953944,0.038134716,0.393811473
Uttar Pradesh,Auraiya,Criminal,13309,9405,7426,10878,10569,1308,32,52927,47180,182,5565,0,26310,280,16626,9439,1058,669,642,7167,32282,,,0.609922914,0.430528265,0.987341294,0.012639813,78.99552239,0.018056875,0.425252067,0.658247335,0.987359324,0.001442524,0.320155115
