srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,,,Delay_Ratio,Old_Pending_Percentage,Pending_Case_Growth,Case_Disposal_Rate,Pending_to_Disposed_Ratio,Normalized_Case_Disposal_Rate,Normalized_Delay_Ratio,Normalized_Old_Pending_Percentage,Normalized_Pending_Case_Growth,Normalized_Pending_to_Disposed_Ratio,Court_Efficiency_Index_PCA_Absolute
Assam,Morigaon,Criminal,4175,2794,1256,856,25,0,0,9106,8789,48,269,0,3551,850,4277,424,278,168,129,780,1767,,,0.194026573,0.096738772,0.981442846,0.018447348,53.8816568,0.026353355,0.13527972,0.147906756,0.981460768,0.000983924,0.519684806
Assam,Morigaon,Total,5217,3580,1582,1128,52,0,0,11559,10817,98,546,97,4229,1041,5681,604,339,204,658,1299,2144,,,0.185467128,0.102076125,0.982266436,0.017647059,56.38536585,0.025210084,0.129311881,0.156067191,0.982284373,0.001029644,0.518642194
Assam,Lakhimpur,Civil,478,216,86,58,4,0,0,842,626,45,72,98,156,179,435,72,18,24,171,307,118,,,0.139976275,0.073546856,0.970344009,0.028469751,33.68,0.040671073,0.097594629,0.112447953,0.970361729,0.000615025,0.542832385
Assam,Lakhimpur,Criminal,4103,2153,777,788,53,0,0,7874,7582,68,224,0,3564,291,2829,230,412,146,119,1279,621,,,0.078857143,0.106793651,0.981333333,0.018539683,53.56462585,0.026485261,0.054980986,0.163279956,0.981351253,0.000978135,0.534918772
Assam,Lakhimpur,Total,4581,2369,863,846,57,0,0,8716,8208,113,296,98,3720,470,3264,302,430,170,290,1586,739,,,0.084776873,0.103590685,0.980383159,0.019502122,50.97076023,0.027860175,0.059108355,0.158382847,0.980401062,0.000930769,0.535654487
Assam,Sonitpur,Civil,1702,771,311,323,54,2,0,3163,2765,73,24,301,547,572,1523,507,116,95,583,725,346,,,0.109355247,0.119785082,0.96965866,0.030025284,32.94791667,0.042893264,0.076244954,0.183142938,0.969676367,0.000601657,0.530781258
Assam,Sonitpur,Criminal,4771,2620,1261,1317,181,1,0,10151,9997,61,93,0,5059,741,4003,287,549,236,101,692,1268,,,0.124901497,0.147655634,0.976654846,0.023246651,42.83122363,0.033209501,0.087084152,0.225755045,0.976672681,0.000782134,0.514052581
Assam,Sonitpur,Total,6473,3391,1572,1640,235,3,0,13314,12762,134,117,301,5606,1313,5526,794,665,331,684,1417,1614,,,0.121216673,0.141043935,0.975065715,0.024859181,40.10240964,0.035513116,0.084515009,0.215646224,0.975083521,0.000732304,0.518006721
Assam,Dibrugarh,Civil,1615,1077,343,609,91,1,0,3736,2322,246,627,527,851,738,1818,324,147,122,583,640,689,,,0.184372491,0.187583623,0.967085898,0.032646508,30.37398374,0.046637868,0.128548676,0.286802122,0.967103558,0.000554654,0.49374193
Assam,Dibrugarh,Criminal,5290,2872,1029,1102,204,4,0,10501,10022,80,385,0,5358,473,4176,387,748,194,128,526,2039,,,0.194153495,0.124738145,0.981432108,0.018472672,53.85128205,0.026389531,0.135368213,0.190715821,0.98145003,0.00098337,0.508952819
Assam,Dibrugarh,Total,6905,3949,1372,1711,295,5,0,14237,12344,326,1012,527,6209,1211,5994,711,895,316,711,1166,2728,,,0.191599944,0.141241747,0.977735637,0.022194128,44.91167192,0.031705898,0.133587819,0.215948665,0.977753491,0.000820125,0.504944508
Assam,Darrang,Civil,1276,952,430,491,111,1,0,3261,2734,99,323,103,760,1026,1152,298,51,18,564,299,1,,,0.00030656,0.184855917,0.994175353,0.005518087,171.6315789,0.007882982,0.000213741,0.282631651,0.994193507,0.003134136,0.511276932
Assam,Darrang,Criminal,9200,3462,1142,1020,188,0,0,15012,13917,137,958,0,4289,2857,4585,597,228,94,127,1108,906,,,0.060347699,0.080463598,0.993672151,0.00626124,158.0210526,0.008944629,0.042075782,0.123023163,0.993690296,0.002885597,0.541669605
Assam,Darrang,Total,10476,4414,1572,1511,299,1,0,18273,16651,236,1281,103,5049,3883,5737,895,279,112,691,1407,907,,,0.049633359,0.09910255,0.993816351,0.006128926,161.7079646,0.008755609,0.034605502,0.151520806,0.993834499,0.002952923,0.536227972
Assam,Bongaigaon,Civil,1675,1160,321,272,30,3,0,3461,2815,105,418,123,684,353,1840,559,76,36,715,887,2,,,0.000577701,0.088099365,0.989312536,0.010398614,93.54054054,0.014855162,0.000402786,0.134697711,0.989330602,0.001708129,0.550870862
Assam,Bongaigaon,Criminal,4473,3407,943,433,6,0,0,9262,8445,203,614,0,5385,894,2570,383,277,69,76,743,4,,,0.000431826,0.047392853,0.992443053,0.007448991,132.3142857,0.010641415,0.000301079,0.072460328,0.992461176,0.00241617,0.564885881
Assam,Bongaigaon,Total,6148,4567,1264,705,36,3,0,12723,11260,308,1032,123,6069,1247,4410,942,353,105,791,1630,6,,,0.00047155,0.058472179,0.991669286,0.008252122,120.0283019,0.011788746,0.000328775,0.089399835,0.991687395,0.002191817,0.561056854
Assam,Nagaon,Civil,2211,1730,507,577,103,3,1,5132,3976,182,626,340,1164,1077,2314,528,125,106,1066,1152,150,,,0.029222677,0.133255406,0.979154491,0.020650692,47.96261682,0.029500988,0.020374712,0.203738112,0.979172371,0.000875838,0.534080058
Assam,Nagaon,Criminal,7449,5920,2728,3583,443,5,0,20128,17694,163,2271,0,9698,1279,7672,764,656,327,260,3026,1748,,,0.086839883,0.200258334,0.983705102,0.016245218,61.36585366,0.023207455,0.060546733,0.30618086,0.983723065,0.001120592,0.496624114
Assam,Nagaon,Total,9660,7650,3235,4160,546,8,1,25260,21670,345,2897,340,10862,2356,9986,1292,781,433,1326,4178,1898,,,0.075135584,0.18665136,0.982819366,0.017141047,58.20276498,0.024487211,0.052386231,0.285376757,0.982837313,0.001062831,0.504223733
Assam,Jorhat,Civil,1096,639,218,225,29,0,1,2208,1554,67,378,209,223,559,1231,162,73,56,436,524,12,,,0.005432322,0.115436849,0.974196469,0.025350837,38.73684211,0.036215482,0.003787538,0.176494796,0.974214259,0.000707367,0.547280684
Assam,Jorhat,Criminal,8112,2084,1092,436,18,0,0,11742,11357,66,319,0,7733,645,3183,174,466,109,76,146,676,,,0.05756621,0.03866133,0.990632717,0.009282126,106.7454545,0.013260179,0.040136465,0.059110446,0.990650807,0.001949261,0.55975066
Assam,Jorhat,Total,9208,2723,1310,661,47,0,1,13950,12911,133,697,209,7956,1204,4414,336,539,165,512,670,688,,,0.049315461,0.05082073,0.988101211,0.011827109,84.03614458,0.01689587,0.034383856,0.077701309,0.988119255,0.00153457,0.557778837
Assam,Karimganj,Civil,1842,1368,486,556,175,18,7,4452,3179,218,917,138,1068,749,2232,279,97,44,1220,741,617,,,0.138558275,0.169773187,0.989894453,0.009880979,98.93333333,0.014115684,0.096605967,0.259571222,0.989912529,0.001806606,0.496511596
Assam,Karimganj,Criminal,6264,3573,1123,1038,82,1,1,12082,11094,222,766,0,4129,1028,4261,473,578,133,186,1291,1253,,,0.103699412,0.092857734,0.988910039,0.0110072,90.1641791,0.015724572,0.072301578,0.141972922,0.988928097,0.001646473,0.532274082
Assam,Karimganj,Total,8106,4941,1609,1594,257,19,8,16534,14273,440,1683,138,5197,1777,6493,752,675,177,1406,2032,1870,,,0.113093438,0.11357726,0.989234956,0.010704566,92.88764045,0.015292237,0.078851306,0.173651616,0.98925302,0.001696206,0.522626015
Assam,Cachar,Civil,3086,2475,1209,1241,379,33,8,8431,6676,198,685,872,1771,1312,4137,906,120,104,1308,2086,1381,,,0.163780835,0.196987666,0.987547438,0.012333966,80.2952381,0.017619951,0.114191707,0.30118024,0.987565472,0.001466258,0.483169643
Assam,Cachar,Criminal,5792,4897,3540,3856,1100,4,0,19189,17160,297,1542,190,8371,1563,6795,470,321,164,440,2612,4894,,,0.255028661,0.258467952,0.991401772,0.008546118,116.2969697,0.01220874,0.177811757,0.395179259,0.991419876,0.00212368,0.442561907
Assam,Cachar,Total,8878,7372,4749,5097,1479,37,8,27620,23836,495,2227,1062,10142,2875,10932,1376,441,268,1748,4698,6275,,,0.227182216,0.239708917,0.990261033,0.009702762,102.6765799,0.013861089,0.158396586,0.366498018,0.990279116,0.00187496,0.45494982
Assam,Nalbari,Civil,1124,621,280,221,16,0,0,2262,1809,80,265,108,448,186,1328,289,46,14,562,288,84,,,0.037118869,0.104728237,0.993371631,0.006186478,150.8,0.008837826,0.025880116,0.160122084,0.99338977,0.002753734,0.536275953
Assam,Nalbari,Criminal,3974,2722,1341,576,15,0,0,8628,8118,86,424,0,4383,722,3324,189,401,96,66,624,654,,,0.075790938,0.068489976,0.988758836,0.011125275,88.94845361,0.01589325,0.052843158,0.10471634,0.988776892,0.001624273,0.546285387
Assam,Nalbari,Total,5098,3343,1621,797,31,0,0,10890,9927,166,689,108,4831,908,4652,478,447,110,628,912,738,,,0.067762373,0.076026077,0.989808098,0.010100083,98.10810811,0.014428689,0.047245461,0.116238506,0.989826173,0.001791536,0.544188234
Assam,Dhubri,Civil,2120,1490,614,871,114,7,0,5216,3901,62,1078,175,1077,531,3047,514,90,25,1183,756,142,,,0.027218708,0.190147594,0.995016293,0.004792026,200.6153846,0.006845752,0.0189775,0.290722253,0.995034463,0.003663405,0.504362296
Assam,Dhubri,Criminal,9574,8160,3244,2676,135,3,0,23792,23242,77,473,0,10991,2369,7046,588,333,73,83,1782,1176,,,0.049426302,0.118270079,0.996889842,0.003068129,321.5135135,0.004383042,0.034461137,0.180826605,0.996908046,0.005871106,0.527105993
Assam,Dhubri,Total,11694,9650,3858,3547,249,10,0,29008,27143,139,1551,175,12068,2900,10093,1102,423,98,1266,2538,1318,,,0.045434176,0.131200662,0.996587266,0.003378262,293.010101,0.004826088,0.031677736,0.200596553,0.996605465,0.00535061,0.523017634
Assam,Dhemaji,Civil,197,151,50,30,0,0,0,428,347,24,23,27,65,47,254,62,3,4,53,176,1,,,0.002331002,0.06993007,0.988344988,0.009324009,85.6,0.013320013,0.001625228,0.106918142,0.988363036,0.001563128,0.55746452
Assam,Dhemaji,Criminal,824,606,239,259,5,0,0,1933,1643,178,112,0,494,60,1265,84,21,18,26,81,43,,,0.022233713,0.136504654,0.990175801,0.009307135,101.7368421,0.013295908,0.015501848,0.208705982,0.990193883,0.0018578,0.528244241
Assam,Dhemaji,Total,1021,757,289,289,5,0,0,2361,1990,202,135,27,559,107,1519,146,24,22,79,257,44,,,0.018628281,0.124470787,0.990262489,0.009314141,102.6521739,0.013305915,0.012988059,0.19030705,0.990280572,0.001874515,0.533428764
Assam,Goalpara,Civil,1655,1145,313,245,36,0,0,3394,2867,34,372,121,805,219,1993,351,64,39,559,918,170,,,0.050073638,0.082768778,0.988217968,0.011487482,84.85,0.016410688,0.034912474,0.12654762,0.988236013,0.001549432,0.545297935
Assam,Goalpara,Criminal,5650,2186,1030,1096,137,0,0,10099,9005,86,1008,0,2971,2609,4079,414,272,74,107,1291,1626,,,0.160990099,0.122079208,0.992574257,0.007326733,134.6533333,0.010466761,0.112245942,0.186650494,0.992592383,0.002458883,0.509687989
Assam,Goalpara,Total,7305,3331,1343,1341,173,0,0,13493,11872,120,1380,121,3776,2828,6072,765,336,113,666,2209,1796,,,0.133096191,0.112198014,0.991551801,0.008374092,118.3596491,0.011962989,0.092797678,0.171542846,0.991569907,0.002161346,0.518631837
Assam,Golaghat,Civil,661,476,245,349,64,0,0,1795,1483,32,140,140,419,247,990,134,43,24,160,633,134,,,0.074610245,0.229955457,0.986080178,0.013363029,71.8,0.019090041,0.052019952,0.351585665,0.986098185,0.001311128,0.48591477
Assam,Golaghat,Criminal,2188,1751,999,355,27,0,0,5320,4892,192,236,0,1807,526,2800,129,181,139,82,438,378,,,0.071039278,0.071791017,0.973689156,0.026122909,38,0.037318442,0.049530193,0.109763398,0.973706937,0.000693912,0.553481933
Assam,Golaghat,Total,2849,2227,1244,704,91,0,0,7115,6375,224,376,140,2226,773,3790,263,224,163,242,1071,512,,,0.071950534,0.111720067,0.976953345,0.022906127,43.38414634,0.032723039,0.050165542,0.170812099,0.976971185,0.000792231,0.53639899
Assam,Barpeta,Civil,2263,1752,452,619,124,1,0,5211,4150,154,421,486,938,526,3225,512,80,48,978,714,18,,,0.003453569,0.142747506,0.990598619,0.009209517,106.3469388,0.013156452,0.002407906,0.218250863,0.990616708,0.001941984,0.528827884
Assam,Barpeta,Criminal,7044,2584,1354,976,262,0,0,12220,11045,44,1131,0,4764,1100,4816,541,346,218,104,1837,73,,,0.005973325,0.101301039,0.982080026,0.017838147,55.79908676,0.025483068,0.004164737,0.15488214,0.98209796,0.001018938,0.548698473
Assam,Barpeta,Total,9307,4336,1806,1595,386,1,0,17431,15195,198,1552,486,5702,1626,8041,1053,426,266,1082,2551,91,,,0.005220285,0.113698944,0.984683341,0.015259293,65.28464419,0.02179899,0.003639701,0.173837663,0.984701322,0.001192152,0.542752251
Assam,Hailakandi,Civil,1395,727,381,361,45,3,1,2913,2321,79,243,269,448,510,1689,266,61,50,575,544,603,,,0.206932052,0.140700069,0.982498284,0.017158545,57.11764706,0.024512207,0.144277712,0.215120476,0.982516225,0.001043016,0.500115688
Assam,Hailakandi,Criminal,2989,2251,4161,2068,59,0,0,11528,10653,95,780,0,3577,1594,3128,271,137,173,115,236,3892,,,0.337583485,0.184491283,0.984907624,0.015005638,66.25287356,0.021436626,0.23537085,0.282074152,0.984925609,0.001209833,0.460597423
Assam,Hailakandi,Total,4384,2978,4542,2429,104,3,1,14441,12974,174,1023,269,4025,2104,4817,537,198,223,690,780,4495,,,0.31124498,0.17566819,0.984489683,0.015441075,64.46875,0.022058678,0.217007048,0.268584266,0.98450766,0.001177253,0.46854734
Assam,Kokrajhar,Civil,775,381,84,59,9,0,0,1308,1043,28,180,57,182,174,678,272,32,29,288,282,117,,,0.089381207,0.051948052,0.977081742,0.022154316,43.6,0.031649023,0.062318601,0.079424906,0.977099584,0.000796173,0.556163498
Assam,Kokrajhar,Criminal,2128,656,321,251,25,0,0,3381,3114,73,194,0,1168,287,1681,171,167,98,36,313,139,,,0.041099941,0.081608516,0.97072738,0.028976937,34.15151515,0.041395624,0.028655809,0.124773661,0.970745107,0.000623635,0.556142447
Assam,Kokrajhar,Total,2903,1037,405,310,34,0,0,4689,4157,101,374,57,1350,461,2359,443,199,127,324,595,256,,,0.054584222,0.073347548,0.972707889,0.027078891,36.6328125,0.03868413,0.038057355,0.112143225,0.972725652,0.000668946,0.556096006
Assam,Kamrup,Civil,2021,1467,639,702,11,0,1,4841,3198,153,1229,261,1580,664,2214,353,76,56,1049,688,1574,,,0.325072284,0.147459727,0.988228005,0.011565469,84.92982456,0.016522098,0.226647757,0.225455517,0.988246051,0.00155089,0.475102048
Assam,Kamrup,Criminal,3537,1945,1336,1713,170,1,0,8702,8083,109,510,0,3807,545,3710,285,273,69,100,502,1478,,,0.169826497,0.216477077,0.991956797,0.007928301,124.3142857,0.011326144,0.118406879,0.330978174,0.99197491,0.002270083,0.472408692
Assam,Kamrup,Total,5558,3412,1975,2415,181,1,1,13543,11281,262,1739,261,5387,1209,5924,638,349,125,1149,1190,3052,,,0.225339634,0.191819256,0.990696988,0.009229179,107.484127,0.013184541,0.157111895,0.293278106,0.990715079,0.00196275,0.473351818
Assam,Udalguri,Civil,379,158,63,17,0,0,0,617,542,14,49,12,108,72,317,118,28,11,141,191,76,,,0.122977346,0.027508091,0.980582524,0.017799353,51.41666667,0.025427647,0.08574259,0.042057929,0.980600431,0.000938911,0.557947556
Assam,Udalguri,Criminal,1343,485,90,53,6,0,0,1977,1800,29,148,0,778,156,937,77,74,66,25,85,146,,,0.073811931,0.029828109,0.966127401,0.033367037,29.50746269,0.047667196,0.05146335,0.045605074,0.966145044,0.000538831,0.572834081
Assam,Udalguri,Total,1722,643,153,70,6,0,0,2594,2342,43,197,12,886,228,1254,195,102,77,166,276,222,,,0.085549133,0.029287091,0.969942197,0.029672447,33.25641026,0.04238921,0.059646793,0.044777895,0.969959908,0.00060729,0.569202723
Assam,Chirang,Civil,390,196,41,12,4,0,0,643,522,8,85,28,153,65,303,121,35,12,132,184,99,,,0.153726708,0.02484472,0.979813665,0.01863354,49.46153846,0.026619343,0.107181742,0.037985824,0.979831557,0.000903209,0.554295647
Assam,Chirang,Criminal,1688,580,210,110,2,0,0,2590,2367,25,198,0,1085,66,1041,82,151,68,28,208,480,,,0.185256658,0.043226553,0.973369355,0.026244693,37.53623188,0.037492419,0.129165137,0.06609035,0.97338713,0.000685443,0.545649861
Assam,Chirang,Total,2078,776,251,122,6,0,0,3233,2889,33,283,28,1238,131,1344,203,186,80,160,392,579,,,0.17903525,0.039579468,0.974953618,0.024737168,39.91358025,0.035338811,0.124827431,0.060514214,0.974971421,0.000728855,0.547292035
Assam,Karbi Anglong,Civil,142,38,9,4,2,1,0,196,122,23,31,20,32,29,120,14,12,3,37,53,12,,,0.060913706,0.035532995,0.979695431,0.015228426,49,0.021754895,0.042470415,0.054327442,0.979713322,0.000894781,0.564609361
Assam,Karbi Anglong,Criminal,1292,536,248,271,188,31,1,2567,1964,28,550,0,1196,37,1115,38,113,97,16,91,405,,,0.15771028,0.191199377,0.961838006,0.037772586,26.19387755,0.053960837,0.109959179,0.292330355,0.96185557,0.000478322,0.499386464
Assam,Karbi Anglong,Total,1434,574,257,275,190,32,1,2763,2086,51,581,20,1228,66,1235,52,125,100,53,144,417,,,0.150868307,0.180173661,0.963458755,0.03617945,27.35643564,0.051684929,0.1051888,0.275472814,0.963476349,0.000499551,0.503926153
Assam,Baksa,Civil,236,84,26,19,0,0,0,365,254,23,60,28,54,61,199,33,17,14,65,37,36,,,0.098360656,0.051912568,0.959016393,0.038251366,24.33333333,0.054644809,0.068579276,0.079370654,0.959033906,0.000444347,0.563293606
Assam,Baksa,Criminal,1542,744,354,148,0,0,0,2788,923,27,1837,0,845,104,1673,74,139,69,18,184,562,,,0.201505916,0.053065615,0.974901398,0.02474005,39.82857143,0.035342929,0.140494488,0.08113358,0.974919201,0.000727303,0.538427486
Assam,Baksa,Total,1778,828,380,167,0,0,0,3153,1177,50,1897,28,899,165,1872,107,156,83,83,221,598,,,0.189600507,0.052948637,0.973367153,0.026315789,37.53571429,0.037593985,0.132193767,0.080954729,0.973384927,0.000685434,0.541230062
Assam,Dima Hasao,Civil,34,9,3,1,0,0,0,47,29,10,7,1,9,6,25,4,4,3,7,9,9,,,0.1875,0.020833333,0.916666667,0.0625,11.75,0.089285714,0.130729246,0.031852696,0.916683406,0.000214565,0.576769604
Assam,Dima Hasao,Criminal,268,116,38,71,48,13,0,554,521,16,17,0,111,32,372,27,17,18,11,16,193,,,0.347747748,0.237837838,0.965765766,0.032432432,29.15789474,0.046332046,0.242457604,0.36363727,0.965783401,0.000532448,0.44773738
Assam,Dima Hasao,Total,302,125,41,72,48,13,0,601,550,26,24,1,120,38,397,31,21,21,18,25,202,,,0.335548173,0.220930233,0.96345515,0.034883721,27.31818182,0.049833887,0.233951784,0.337786735,0.963472743,0.000498853,0.457436709
Assam,Charaideo,Civil,161,76,9,9,2,0,0,257,190,19,37,11,53,25,154,25,11,6,42,65,19,,,0.073643411,0.042635659,0.972868217,0.023255814,36.71428571,0.033222591,0.051345854,0.065186914,0.972885982,0.000670434,0.563592496
Assam,Charaideo,Criminal,644,610,0,0,0,0,0,1254,1230,15,9,0,503,65,578,97,29,22,6,67,10,,,0.007968127,0,0.981673307,0.01752988,54.52173913,0.025042686,0.005555559,0,0.981691233,0.000995613,0.587161761
Assam,Charaideo,Total,805,686,9,9,2,0,0,1511,1420,34,46,11,556,90,732,122,40,28,48,132,29,,,0.019179894,0.007275132,0.980820106,0.018518519,52.10344828,0.026455026,0.013372657,0.011123164,0.980838016,0.000951453,0.582996424
Assam,Hojai,Civil,746,741,6,11,2,0,0,1506,1062,51,325,68,414,444,475,135,14,15,337,239,267,,,0.177173192,0.00862641,0.98938288,0.00995355,94.125,0.014219357,0.123529161,0.013189172,0.989400947,0.001718801,0.551973847
Assam,Hojai,Criminal,6221,4407,57,77,11,0,0,10773,7559,35,3178,0,5293,479,2313,462,128,30,242,2114,1430,,,0.132726935,0.008167811,0.997122703,0.002784481,347.516129,0.00397783,0.092540225,0.012488007,0.997140911,0.006345936,0.555320859
Assam,Hojai,Total,6967,5148,63,88,13,0,0,12279,8621,86,3503,68,5707,923,2788,597,142,45,579,2353,1697,,,0.138192182,0.008224756,0.996254072,0.003664495,266.9347826,0.005234993,0.096350719,0.012575071,0.996272264,0.004874453,0.554973226
Assam,South Salmara,Civil,433,443,129,79,0,0,0,1084,548,23,487,26,268,68,560,116,23,8,316,213,399,,,0.367741935,0.07281106,0.991705069,0.007373272,120.4444444,0.010533246,0.256398004,0.111322972,0.991723178,0.002199416,0.494615451
Assam,South Salmara,Criminal,2907,957,264,267,61,0,0,4456,3937,9,510,0,1868,566,1520,217,170,92,19,681,432,,,0.096926184,0.073592102,0.979133947,0.020641687,47.91397849,0.029488125,0.06757913,0.112517131,0.979151826,0.000874949,0.545737835
Assam,South Salmara,Total,3340,1400,393,346,61,0,0,5540,4485,32,997,26,2136,634,2080,333,193,100,335,894,831,,,0.149972929,0.073452445,0.981772243,0.018047284,54.85148515,0.025781834,0.104564522,0.112303606,0.981790171,0.001001634,0.535693246
Assam,Bajali,Civil,388,208,82,77,8,0,0,763,553,23,163,24,100,71,520,70,22,21,132,61,76,,,0.09947644,0.111256545,0.971204188,0.027486911,34.68181818,0.039267016,0.069357226,0.170103405,0.971221923,0.000633319,0.534616214
Assam,Bajali,Criminal,990,480,192,207,10,0,0,1879,1752,37,90,0,604,113,989,101,58,39,22,113,170,,,0.090425532,0.115425532,0.978723404,0.020744681,46.975,0.029635258,0.063046728,0.176477493,0.978741277,0.000857803,0.530916906
Assam,Bajali,Total,1378,688,274,284,18,0,0,2642,2305,60,253,24,704,184,1509,171,80,60,154,174,246,,,0.09307605,0.114264094,0.976920166,0.022701476,43.31147541,0.032430679,0.06489473,0.174701736,0.976938006,0.000790904,0.531883596
Assam,Biswanath,Civil,323,258,145,131,29,0,0,886,424,13,430,19,316,66,386,106,39,7,121,314,5,,,0.005636979,0.180383315,0.990980834,0.00789177,110.75,0.011273957,0.003930229,0.275793359,0.99099893,0.002022388,0.513592821
Assam,Biswanath,Criminal,1801,740,348,302,32,0,0,3223,3027,68,128,0,1094,164,1754,157,105,57,39,254,34,,,0.010545906,0.103598015,0.982009926,0.017679901,55.56896552,0.025257001,0.007352844,0.158394054,0.982027858,0.001014736,0.547034784
Assam,Biswanath,Total,2124,998,493,433,61,0,0,4109,3451,81,558,19,1410,230,2140,263,144,64,160,568,39,,,0.009489051,0.120194647,0.984184915,0.015571776,63.21538462,0.022245395,0.006615981,0.183769134,0.984202887,0.001154366,0.539762466
Assam,Majuli,Civil,65,7,0,0,0,0,0,72,53,0,14,3,4,28,28,11,5,1,20,16,0,,,0,0,0.97260274,0.01369863,36,0.019569472,0,0,0.9726205,0.00065739,0.589455412
Assam,Majuli,Criminal,470,60,45,5,0,0,0,580,549,1,30,0,87,327,150,15,15,15,4,28,1,,,0.00172117,0.008605852,0.972461274,0.025817556,36.25,0.036882223,0.001200039,0.01315774,0.972479032,0.000661955,0.589321237
Assam,Majuli,Total,535,67,45,5,0,0,0,652,602,1,44,3,91,355,178,26,20,16,24,44,1,,,0.001531394,0.007656968,0.973966309,0.024502297,38.35294118,0.035003282,0.001067722,0.011706963,0.973984095,0.000700357,0.589005835
Assam,West Karbi Anglong,Civil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.802794471
Assam,West Karbi Anglong,Criminal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.802794471
Assam,West Karbi Anglong,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0.802794471
Andhra Pradesh,Ananthapur,Civil,15224,12510,6460,5732,744,19,4,40693,32977,725,51,6939,8761,7264,12845,10070,630,678,8494,7935,4185,,,0.102840714,0.159704133,0.983314494,0.016660933,59.93078056,0.023801333,0.071702874,0.24417635,0.98333245,0.001094386,0.509714231
Andhra Pradesh,Ananthapur,Criminal,13894,15471,4568,3540,71,8,11,37563,36516,194,853,0,20890,2599,13282,539,913,982,489,1198,1824,,,0.048557129,0.096635076,0.973831328,0.026142051,38.21261445,0.037345787,0.03385513,0.147748212,0.973849111,0.000697794,0.547658153
Uttar Pradesh,Mahoba,Civil,2086,1717,783,648,99,5,1,5339,4899,297,0,143,82,118,2608,2531,0,0,1402,513,2327,,,0.43576779,0.141011236,0.999812734,0,5339,0,0.303827171,0.215596229,0.999830992,0.097494613,0.444597495
Andhra Pradesh,Ananthapur,Total,29118,27981,11028,9272,815,27,15,78256,69493,919,904,6939,29651,9863,26127,10609,1543,1660,8983,9133,6009,,,0.076785463,0.129432511,0.978775062,0.02121216,47.11378688,0.030303086,0.053536564,0.197893175,0.978792935,0.000860337,0.527927903
Andhra Pradesh,Chittoor,Civil,16033,14822,7465,7435,1125,45,0,46925,36231,2661,2,8031,9334,10188,14535,11788,710,817,11064,11092,1672,,,0.035630567,0.183373823,0.982568299,0.017410391,57.36552567,0.024871987,0.024842438,0.280365634,0.982586242,0.001047543,0.512140582
Andhra Pradesh,Chittoor,Criminal,14997,14753,5361,2893,174,6,3,38187,36468,661,1058,0,21354,3200,12485,1128,949,1303,1054,2062,911,,,0.023855661,0.080548864,0.965853148,0.034120666,29.2845092,0.048743809,0.016632707,0.123153528,0.965870785,0.00053476,0.561943437
Andhra Pradesh,Chittoor,Total,31030,29575,12826,10328,1299,51,3,85112,72699,3322,1060,8031,30688,13388,27020,12916,1659,2120,12118,13154,2583,,,0.03034789,0.13724108,0.975080188,0.024908063,40.1282414,0.035582948,0.021159236,0.209831926,0.975097993,0.000732775,0.53449022
Andhra Pradesh,East Godavari,Civil,16408,11550,5959,4836,556,33,7,39349,29239,3343,1,6762,7701,9209,14230,6968,739,1232,7105,8558,6590,,,0.16747141,0.138043202,0.96866582,0.031308767,31.91321979,0.044726811,0.11676486,0.211058314,0.968683508,0.000582762,0.514771191
Andhra Pradesh,East Godavari,Criminal,18891,14626,4956,2798,82,5,60,41418,38324,1473,1621,0,21548,3803,14587,1117,2213,2629,1300,2598,6944,,,0.167652527,0.071102634,0.936502571,0.063473285,15.74828897,0.090676122,0.116891138,0.10871091,0.936519673,0.000287577,0.556641153
Andhra Pradesh,East Godavari,Total,35299,26176,10915,7634,638,38,67,80767,67563,4816,1622,6762,29249,13012,28817,8085,2952,3861,8405,11156,13534,,,0.167566363,0.103716819,0.952184033,0.047803586,20.91325738,0.068290837,0.116831063,0.158575696,0.952201421,0.000381894,0.536243706
Andhra Pradesh,Guntur,Civil,17906,13360,6933,6118,691,20,7,45035,33330,2618,9,6624,10197,8269,15487,7203,763,898,8450,9502,16,,,0.000355271,0.151789679,0.980038192,0.019939604,50.0945495,0.028485148,0.000247703,0.232075708,0.980056088,0.000914768,0.531352938
